filename,timestamp,value,label
sumsarizer_v1_013408_danny,2018-03-31T13:54:01-0700,32.669,0
sumsarizer_v1_013408_danny,2018-03-31T14:04:01-0700,32.669,0
sumsarizer_v1_013408_danny,2018-03-31T14:14:01-0700,32.669,0
sumsarizer_v1_013408_danny,2018-03-31T14:24:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-03-31T14:34:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-03-31T14:44:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-03-31T14:54:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-03-31T15:04:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-03-31T15:14:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-03-31T15:24:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-03-31T15:34:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-03-31T15:44:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-03-31T15:54:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-03-31T16:04:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-03-31T16:14:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-03-31T16:24:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-03-31T16:34:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-03-31T16:44:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-03-31T16:54:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-03-31T17:04:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-03-31T17:14:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-03-31T17:24:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-03-31T17:34:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-03-31T17:44:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-03-31T17:54:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-03-31T18:04:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-03-31T18:14:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-03-31T18:24:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-03-31T18:34:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-03-31T18:44:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-03-31T18:54:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-03-31T19:04:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-03-31T19:14:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-03-31T19:24:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-03-31T19:34:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-03-31T19:44:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-03-31T19:54:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-03-31T20:04:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-03-31T20:14:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-03-31T20:24:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-03-31T20:34:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-03-31T20:44:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-03-31T20:54:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-03-31T21:04:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-03-31T21:14:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-03-31T21:24:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-03-31T21:34:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-03-31T21:44:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-03-31T21:54:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-03-31T22:04:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-03-31T22:14:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-03-31T22:24:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-03-31T22:34:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-03-31T22:44:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-03-31T22:54:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-03-31T23:04:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-03-31T23:14:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-03-31T23:24:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-03-31T23:34:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-03-31T23:44:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-03-31T23:54:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T00:04:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T00:14:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-01T00:24:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-01T00:34:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-01T00:44:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-01T00:54:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T01:04:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-01T01:14:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T01:24:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T01:34:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T01:44:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T01:54:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T02:04:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T02:14:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T02:24:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T02:34:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T02:44:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T02:54:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T03:04:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T03:14:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T03:24:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T03:34:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T03:44:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T03:54:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T04:04:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T04:14:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T04:24:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T04:34:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T04:44:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T04:54:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T05:04:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T05:14:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T05:24:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T05:34:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T05:44:01-0700,32.669,0
sumsarizer_v1_013408_danny,2018-04-01T05:54:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T06:04:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T06:14:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T06:24:01-0700,32.669,0
sumsarizer_v1_013408_danny,2018-04-01T06:34:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T06:44:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T06:54:01-0700,32.669,0
sumsarizer_v1_013408_danny,2018-04-01T07:04:01-0700,32.669,0
sumsarizer_v1_013408_danny,2018-04-01T07:14:01-0700,32.669,0
sumsarizer_v1_013408_danny,2018-04-01T07:24:01-0700,32.669,0
sumsarizer_v1_013408_danny,2018-04-01T07:34:01-0700,32.669,0
sumsarizer_v1_013408_danny,2018-04-01T07:44:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T07:54:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T08:04:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T08:14:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T08:24:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T08:34:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T08:44:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T08:54:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T09:04:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T09:14:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T09:24:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T09:34:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T09:44:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-01T09:54:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-01T10:04:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-01T10:14:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-01T10:24:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-01T10:34:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-01T10:44:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T10:54:01-0700,35.164,1
sumsarizer_v1_013408_danny,2018-04-01T11:04:01-0700,46.628,1
sumsarizer_v1_013408_danny,2018-04-01T11:14:01-0700,38.656,0
sumsarizer_v1_013408_danny,2018-04-01T11:24:01-0700,35.663,0
sumsarizer_v1_013408_danny,2018-04-01T11:34:01-0700,34.665,0
sumsarizer_v1_013408_danny,2018-04-01T11:44:01-0700,34.166,0
sumsarizer_v1_013408_danny,2018-04-01T11:54:01-0700,33.667,0
sumsarizer_v1_013408_danny,2018-04-01T12:04:01-0700,33.168,0
sumsarizer_v1_013408_danny,2018-04-01T12:14:01-0700,33.168,0
sumsarizer_v1_013408_danny,2018-04-01T12:24:01-0700,33.168,0
sumsarizer_v1_013408_danny,2018-04-01T12:34:01-0700,32.669,0
sumsarizer_v1_013408_danny,2018-04-01T12:44:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T12:54:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T13:04:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T13:14:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T13:24:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-01T13:34:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-01T13:44:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-01T13:54:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-01T14:04:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-01T14:14:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-01T14:24:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T14:34:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T14:44:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T14:54:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T15:04:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T15:14:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T15:24:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T15:34:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T15:44:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T15:54:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T16:04:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T16:14:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T16:24:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T16:34:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T16:44:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T16:54:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T17:04:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T17:14:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T17:24:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T17:34:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-01T17:44:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-01T17:54:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-01T18:04:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-01T18:14:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-01T18:24:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-01T18:34:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-01T18:44:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-01T18:54:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-01T19:04:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-01T19:14:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T19:24:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T19:34:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T19:44:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T19:54:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T20:04:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T20:14:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T20:24:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T20:34:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T20:44:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T20:54:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T21:04:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T21:14:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T21:24:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T21:34:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T21:44:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-01T21:54:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-01T22:04:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-01T22:14:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-01T22:24:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-01T22:34:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-01T22:44:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-01T22:54:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-01T23:04:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-01T23:14:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-01T23:24:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-01T23:34:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-01T23:44:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-01T23:54:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T00:04:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T00:14:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T00:24:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T00:34:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T00:44:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T00:54:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T01:04:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T01:14:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T01:24:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T01:34:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T01:44:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T01:54:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T02:04:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T02:14:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T02:24:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T02:34:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T02:44:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-02T02:54:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-02T03:04:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T03:14:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T03:24:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T03:34:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T03:44:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T03:54:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T04:04:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T04:14:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T04:24:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T04:34:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T04:44:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T04:54:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T05:04:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T05:14:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T05:24:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T05:34:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T05:44:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T05:54:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T06:04:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T06:14:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T06:24:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T06:34:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T06:44:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T06:54:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T07:04:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-02T07:14:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-02T07:24:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-02T07:34:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T07:44:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T07:54:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T08:04:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-02T08:14:01-0700,32.669,0
sumsarizer_v1_013408_danny,2018-04-02T08:24:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-02T08:34:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-02T08:44:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-02T08:54:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-02T09:04:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-02T09:14:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-02T09:24:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-02T09:34:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-02T09:44:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-02T09:54:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-02T10:04:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-02T10:14:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-02T10:24:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-02T10:34:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-02T10:44:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-02T10:54:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T11:04:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T11:14:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T11:24:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T11:34:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T11:44:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T11:54:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T12:04:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T12:14:01-0700,32.169,0
sumsarizer_v1_013408_danny,2018-04-02T12:24:01-0700,31.67,0
sumsarizer_v1_013408_danny,2018-04-02T12:34:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-02T12:44:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-02T12:54:01-0700,31.171,0
sumsarizer_v1_013408_danny,2018-04-02T13:04:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T13:14:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T13:24:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T13:34:01-0700,30.671,0
sumsarizer_v1_013408_danny,2018-04-02T13:44:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T13:54:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T14:04:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T14:14:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T14:24:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T14:34:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T14:44:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T14:54:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T15:04:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T15:14:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T15:24:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T15:34:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T15:44:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T15:54:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T16:04:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T16:14:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T16:24:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T16:34:01-0700,30.172,0
sumsarizer_v1_013408_danny,2018-04-02T16:44:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T16:54:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T17:04:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T17:14:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T17:24:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T17:34:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T17:44:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T17:54:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T18:04:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T18:14:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T18:24:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T18:34:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T18:44:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T18:54:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T19:04:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T19:14:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T19:24:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T19:34:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T19:44:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T19:54:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T20:04:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T20:14:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T20:24:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T20:34:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T20:44:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T20:54:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T21:04:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T21:14:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T21:24:01-0700,29.672,0
sumsarizer_v1_013408_danny,2018-04-02T21:34:01-0700,29.173,0
